userName,score,at,content
RezkyAditiya TiKK,1,2026-01-21 14:06:07,"Game ini sangat curang , orang orang yang elo nya sebenarnya lebih tinggi bisa bermain dengan akun ke-2 dan merepotkan elo yg dibawahnya"
Timbul,5,2026-01-21 13:53:22,amazing
Rachmadi Arief,1,2026-01-21 11:57:10,kenapa saya tidak bisa log in ah kacau
Pasir Laut,5,2026-01-21 09:13:34,"chesscom jika kalian ingin semakin maju dan semakin seru tolong tambahkan papan peringkat untuk Top Provinsi seperti di game-game sebelah agar kami para player ada motivasi tambahan buat push rating elo, Terima kasih atas perhatiannya :) ❤"
Wahyuni Suwito Yuyun,1,2026-01-20 23:57:03,"Brensek permainan apaan setiap kali menang rating sudah tinggi tiba-tiba ditutup, Dasar Lawanku aja terlalu lemah kenapa akun ku yang ditutup mending hapus permanen aplikasi ini tak berguna"
Wahyu_ GANK!,3,2026-01-20 23:30:35,josss
Babay Clever,1,2026-01-20 22:36:54,Waktu dalam bullet chess dikendalikan oleh sistem aplikasi... Chess Com Bangsaaatttt
Yonatan Yonatan,5,2026-01-20 20:51:47,enak main online
Firsttwo 19,5,2026-01-20 20:19:06,Seru!!
Zaenal arifin,5,2026-01-20 19:11:38,bagus banget makasih developer telah membuat game ini
Nuril Ambiya,1,2026-01-20 17:39:38,"game anj, gw bikin 2 akun di ban semua ta1. padahal udh nembus 1000+ elo semua, ga engine juga tetep di sangka chest. kalo penasaran sama akun gw cek aja DikiiFisher. itu akun nya, liat sendiri history game nya kayak gimana, bisa2nya di sangka cheat"
domi purba,5,2026-01-20 17:11:12,good game
Reksa Dwi Baskara,5,2026-01-20 16:57:52,APK TERSERU WAJIB COBA
IYAS ya oke,4,2026-01-20 16:34:31,still good but you have to pay to get better version
Muhamad Adilfi,5,2026-01-20 15:45:20,goddddddddd
Muhamad Alif,5,2026-01-20 14:39:32,mantep banget
Uchiha Itachi,5,2026-01-20 11:51:39,"Game ini sangat bagus! ini cocok ketika tidak ada jaringan internet. karna game ini,saya jadi bisa bermain catur!"
Ilham dan Putri,4,2026-01-20 10:40:55,good game!
Tyo Network,5,2026-01-20 02:08:21,terbaik untuk orang yg udh berumur😂
Juniarto Lumban gaol,3,2026-01-19 20:13:32,kurang suka karena banyak cheater😔
Danteee,1,2026-01-19 18:05:26,"member ship menjebak, katanya gratis tpi kok di tagih"
Alif Muhammad,5,2026-01-19 17:29:03,luar biasa
Jason Nagasena,1,2026-01-19 15:49:33,sometimes the opponent feels cheating please ban all the account that using engine
asih sudiasih,1,2026-01-19 15:31:22,"Rating baru 200 udah dikasih lawan 250 lebih, gak adil bet dah"
Halqi Aldofanny,1,2026-01-19 15:05:59,"game stress, waktu itu kena ban di akun utama karena pakai engine(ya aku emang pakai), setelah itu aku buat akun ke 2, pure main gapake engine, setelah itu terkena ban lagi dengan ALASAN ENGINE, sumpah moderasi di game ini gak jelas, diajak aju banding ga diterima, ini gajelas banget sumpah, kan 1 match itu emang lawannya blunder, trus kayaknya aku direport gara gara akurasi diatas 90, padahal lawannya emang blunder??, masa direport doang langsung ke ban akunku, ngeselin sumpah, moderasi buruk."
axello sltg,5,2026-01-19 13:09:54,sangat keren
Samuel,5,2026-01-19 10:44:23,bagus banget kerennn ori banget
Sutiyoh,5,2026-01-19 09:41:48,mantapp
Muhammad Hasby,5,2026-01-19 05:43:55,yes nice
Susy Mung,5,2026-01-19 00:24:55,I love this game
Yudd 5784,5,2026-01-19 00:01:25,Ok!!
Mur Yanto,4,2026-01-18 22:53:47,netral
Irgi Aditia,5,2026-01-18 17:38:41,"game paling bagus,cocok mengisi waktu luang+belajar catur,btw min tambahin fitur tanda panah di mobile dong"
hafiz,1,2026-01-18 16:36:26,sungguh mengasyik kan
Gungtra 5566,1,2026-01-18 13:48:30,saya sedang bermain catur tanpa cheat dan tiba tiba saya kena banned tolong balikan akun saya
Gibran 123,5,2026-01-18 11:52:32,wow aku menjadi gila catur gara gara game ini
Fathian,5,2026-01-18 09:18:24,gw jujur si ni game kok kaya seru gitu buat otak
PAMAN GOBER,5,2026-01-18 05:05:43,josjis 👍🏿
Daffa Rizkia,5,2026-01-17 22:30:47,Good game
farid#25 _20,1,2026-01-17 19:52:45,"ntahlah antara gaboleh main atau gimana, masa main buat isi waktu luang Ama seneng² aja di banned katanya curang dan tidak sportif, dahlah maaf aku gak mainin gamenya lagi, cukup tau"
Pubut Retno,5,2026-01-17 19:23:45,"orang yang main curang pakai engine sebaiknya di banned saja,karena menjatuhkan mental lawan dan merugikan"
Rudi Nugraha,5,2026-01-17 17:40:06,"aplikasi nya bagus, cuman saya ningung kalau buat yang mau mencoba anggota diamond gratis 7 hari tuh harus isi dulu saldo google play ya..? boleh asal isi apa harus sesuai nominal perbulan nya..?"
Yanan Askoro,4,2026-01-17 17:39:06,memuaskan
Vi Xd,5,2026-01-17 16:13:12,can u guys fix the landscape ui on phone ngl is really ugly and also is hard to click fhe pieces
Shadow_DemonTXL,5,2026-01-17 11:27:11,best chess game ever.
Juliando sari,5,2026-01-17 09:59:03,game nya sangat bagus dan bermanfaat
fauzan aini,5,2026-01-17 09:52:18,game ini sangat bagus untuk mengasah pola pikir
SEPESCIAL• GAMING,5,2026-01-17 02:53:38,bagusas
Artha Eka,5,2026-01-16 23:28:25,game catur yang bagus untuk mengasah otak
Akun Alus,5,2026-01-16 21:38:34,catur bagus untuk otak kuu
Eghy Permana YT,5,2026-01-16 20:48:25,Lagi melangkah pas udh melangkah waktu tetap berjalan harusnya lawan yg jalan ini sinyal apa server nya apa sistem nya yg bug 🗿 woi benerin dulu server Lo gmn w mainnya bagus !!!!!?????
Gabriel,1,2026-01-16 20:31:22,"ada bug,cari lawan nya kelamaan padahal sinyal aman,trus pas udah ketemu lawan pas awal main buah catur ny gk ada kayak ngelag gitu padahal sinyal aman aman aja ngabisin waktu gw,trus akun gw ke blok padahal gw gk pake engine,untung bisa pakai akun baru,"
Miftah arif rahman,5,2026-01-16 19:43:17,"bagus, hanya saja fitur lebih sedikit dibandingkan versi website."
Nanda_Kunzz ナンダ,5,2026-01-16 18:15:59,"Menurutku ini salah satu game catur terbaik! Bisa dimainkan online maupun offline, jadi fleksibel banget. Apalagi ada fitur guru yang bisa ngajarin dasar-dasarnya, itu ngebantu banget buat yang masih belajar. Tapi aku agak bingung, kenapa bahasa Indonesia di game ini malah tercampur sama bahasa Inggris? Jadinya aku kadang nggak terlalu ngerti apa yang dibilang bot lawan. Aku harap bagian ini bisa diperbaiki, biar bahasanya konsisten dan lebih nyaman dipahami. 😄"
Rifa Yach,5,2026-01-16 15:42:52,game nya bagus bisa mabar
Me,3,2026-01-16 00:26:10,Lumayan bagus sih
Syah aja Ya,1,2026-01-16 00:02:20,"giliran mau menang malah kalah, giliran mau kalah terus akun malah dinonaktifkan gacooorrrr🔥🔥🔥"
Ahmad yoga Pratama,5,2026-01-15 20:49:56,"gamenya sudah bagus dan sudah perfect, cuma saran saya di hasil pertandingannya di kasih tanggal bulan dan tahun agar lebih menarik"
Napis Fauzan,5,2026-01-15 20:28:34,"permainan yang seruu, dan bayak fitur nya"
Ryanzzz 789,5,2026-01-15 19:20:02,"plsss kasih liat nama"" opening pas mulai awal langkah"
Reza Anjose,1,2026-01-15 19:18:52,1 langkah lagi skakmat kok remis
Edy,4,2026-01-15 18:49:35,membantu teknis catur cepat berkembang
Nina Safitry,5,2026-01-15 18:00:30,aku selalu dapat elo banyak
Muhammad wafa Muhammad wafa,5,2026-01-15 17:44:38,seru banget catur
Diaz Arszabilly,5,2026-01-15 17:31:50,game ini sangat bagus untuk melatih otak
Sams Oel,5,2026-01-15 17:07:11,keren dulu aku suka bermain catur
Alkhalifi Utina,5,2026-01-15 16:01:08,i like this game! just that
Orang gabut Epep,1,2026-01-15 14:16:29,parah banget sinyal lancar tapi pemain diabaikan
Al-π Well,5,2026-01-15 13:07:29,chess!!!!!
Galih Cahyo,5,2026-01-15 12:56:05,tervaik
134박시원 (시원),1,2026-01-15 12:51:37,check me ah check
Muhammad Ridho,5,2026-01-15 08:32:21,untuk waktu senggang
Ikaanggun Rosita,5,2026-01-14 23:01:52,karena ini bisa menjadi master catur
Muchlis Sani,5,2026-01-14 22:58:18,mantab
Andreas Lepa,5,2026-01-14 21:52:12,"Menang Fun tapi kalah stress, Gokil👍"
Rizal Syahputra,1,2026-01-14 21:35:18,"saya main pake langkah premove animasinya bikin kagok, enakan versi lama"
Anggara Dwi Perwira,5,2026-01-14 21:19:50,sayabigin melatih bermain catur saja
Clarke Field,5,2026-01-14 20:00:15,"Gamenya bagus, aplikasinya berjalan normal. Hanya saja untuk kedepannya tolong untuk perbanyak kompetisi catur onlinenya, tidak perlu besar dan megah."
Yuga Yuga,5,2026-01-14 18:15:19,menghibur
Rafi Maulana idwan,5,2026-01-14 17:07:24,game ini sangat bagus untuk mengasah kemampuan kalian dalam bermain catur Dan disini juga tersedia pelatih pelatih yg bisa untuk menambah ketangkasan dan keterampilan dalam memainkan atau memindahkan bidak bidak catur pokoknya game ini best sangat direkomendasikan bagi orang yg ingin mengikuti lomba lomba catur
Jonathan Evan wijaya,1,2026-01-14 16:00:06,min kasih ai dong biar kita jadi pintar ( STECU STECU X TOR MONITOR )
Arkana adinata,5,2026-01-14 14:37:07,beh seru para sihh game ini walaupun banyak yang curang saran saya orang yang curang dalam catur ini seperti gunakan bantuan atau apa kasih hukuman yang lebih berat agar mereka jera
Choerul Anwar,5,2026-01-14 09:03:59,"Game bagus,untuk asah otak, apalagi bisa di mainkan secara online"
Brian Juli akbar,5,2026-01-14 07:44:07,gamenya bagus
Rudy Atmono,5,2026-01-13 23:44:08,mantap tap.. tap... tap....
Taryo Ishaq,5,2026-01-13 21:43:14,wajib didownload karna bisa mengasah kemampuan otak kalian untuk berpikir secara kritis
Fitra Muh,5,2026-01-13 21:35:35,ini game terbagus yg pernah saya mainkan..lawan setara dan keamanannya sangat ketat sehingga tidak ada yang cheater
CahyoTri 8B.10,1,2026-01-13 21:00:54,"apalah tiba tiba permainan diabaikan pdhl internet bagus,timer msi 2 menit, dkit LG checkmate malah kalah gegara ""permainan diabaikan"" apa coba tolong diatasi masalah ini sangat membuat pengalaman bermain menjadi tidak nyaman🗿"
Farzan Enjan,1,2026-01-13 20:13:58,jelek banget baru mulai ga dikasi tutor
Gaming naufal naufal,5,2026-01-13 20:06:50,Good game😁😄
Kont Rol,5,2026-01-13 19:57:22,saya pecinta catur
M Irfan,5,2026-01-13 19:29:02,kereennn
Seven Mail,4,2026-01-13 19:11:29,"game ini bagus saya menang terus tapi ada satu kekurangannya, yaitu lagu kalau main kan bosen gitu gitu aja Manding ada lagi lebih seru plus tambah semangat mohon tambahkan ya chess. com"
Palembang 1234,5,2026-01-13 16:24:41,catur ny seru
Sanz Arief,5,2026-01-13 16:06:01,the greatest chess game in phone
Juen Septiano Tjiwili,5,2026-01-13 12:33:56,Bagus
Muhammad Firmansyah,5,2026-01-13 08:27:08,Lumayan untuk mengisi waktu luang dan mengasah otak
Denda Denda,5,2026-01-13 06:19:06,good job
Aaren Zebe D,5,2026-01-13 05:45:48,Game Mantap
Andre Patriot,5,2026-01-13 00:12:50,Pengalaman main catur bertambah
T͓̽O͓̽N͓̽Y͓̽ B͓̽A͓̽R͓̽B͓̽E͓̽R͓̽,5,2026-01-12 23:06:36,𝐓𝐇𝐄 𝐁𝐄𝐒𝐓 𝐂𝐇𝐄𝐒𝐒 ✍️✍️✍️
Aji Kunto,5,2026-01-12 21:25:17,"sangat baik, semoga kedepannya jauh lebih baik"
Adit,5,2026-01-12 19:11:54,Permainan yang bikin rileks dan tidak pusing serta sangat menyenangkan
Denis Wara,5,2026-01-12 17:07:57,bagus banget
Fathur Rizqy,5,2026-01-12 16:13:19,"permainan ini sangat bagus, saya juga bisa belajar main catur di sini .."
Suhaning Mega,5,2026-01-12 12:25:09,bagusss...
Antonius Antonius,5,2026-01-12 09:59:33,saya suka catur
unedo purba,1,2026-01-12 07:13:13,I hate the magnus guy he is annoying pls get rid off him pls or I'll uninstall
Akun buat game Yang penting akun,1,2026-01-11 23:00:39,Kata gratis tapi bayar
Irsan Jaelani,4,2026-01-11 21:10:45,"nyesal di update, bagusan yang kemarenn😭😭"
leadraygaming,5,2026-01-11 19:51:25,bagus banget!!
isaalmasia Waroh,5,2026-01-11 19:04:44,Isa 2025 thanks God
Abib Mbib,5,2026-01-11 16:56:50,Good
eL.anartist,4,2026-01-11 14:53:58,adalah pokoknya
Anry Jonny Sitorus,5,2026-01-11 08:40:20,sangat bagus untuk dimainkan dan belajar catur
Sri Ah,1,2026-01-11 08:19:38,bad game
Ramadhan Wahyu,1,2026-01-11 07:29:39,"game ngga jelasss, duaa kali bikinn akunn dua dua nya ke banned semua, mana alasnyaa nggaa jelass lagi padahal akuu mainn nggaa pakee apa apa,,kecewa bangettt. tolongg min kebijakaannyaa🙏🙏"
Joana Sari,5,2026-01-10 22:29:45,belajarlah
Zack Shot,1,2026-01-10 22:23:38,akun saya diban saya main murni Knapa saya diban??????
Heni kurnia,1,2026-01-10 22:02:00,Dikasih lawan ga sepadan
abdali,5,2026-01-10 21:15:26,lebih menarik
jaka hardiana,5,2026-01-10 18:58:45,sangat bagus dan recommended
Aria Abdurachman,5,2026-01-10 14:53:53,game baguss
メHゞcallツ,5,2026-01-10 12:56:07,"fun fact, serunya pas sudah tau cara mainnya. saran belajar teori dulu di yutub."
gempur putra pratama,5,2026-01-10 11:00:01,best game im ever had
Faiqkhal Lamalka,1,2026-01-10 09:14:17,masa kalo mau ganti akun gabisa lagi??? aku mau ganti akun krna malas akun itu!! tlg perbaiki sistemnyaaa
Riswan Anas Harahap,5,2026-01-10 00:21:58,SANGAT MANTAP
Putra Alfatih,5,2026-01-10 00:09:47,"game catur yg sangat bagus! cocok bagi pemula, tingkat menengah, hingga pemain sepuh. tapi, sebagai saran bisa tambahkan fitur ""tampilkan legal Moves"" yg bisa di aktifkan maupun dimatikan di pengaturan sehingga membuat pemula lebih mudah memahami tentang catur. semoga game ini terus berkembang menjadi lebih baik😄👍"
Ardan Ganteng,5,2026-01-09 23:25:18,ini yang paling enak saat bosan .kalau bosan main catur
yuliswa swasono,5,2026-01-09 21:45:26,mantabs
Big Bro,5,2026-01-09 20:32:13,catur nya sangat ligma balls gyat pak haryono
tedi rustandi,5,2026-01-09 20:11:33,keren ngasah konseptual skill
Kardi NK,5,2026-01-09 19:54:04,saya suka permainan catur ini Krn responnya cepat dan tepat bisa menjadi salah satu cara mengisi waktu senggang
rizki aziz,5,2026-01-09 18:47:42,aplikasi terlengkap catur
Muhammad Faiz,5,2026-01-09 18:45:39,mantap bisa bantai bantai orang di online
Raditya Raditya,4,2026-01-09 16:54:41,"lumayan bagus, tapi kayaknya ada suatu bug yang dimana di review gamw ada brilian tapi pas di cek malah GK ada mungkin ini bug"
Ai Nuraeni,5,2026-01-09 14:58:44,bes lahh
Syahran SAP,5,2026-01-09 13:27:30,this game so fun
DAFFA AL GIFFARI,5,2026-01-09 12:25:49,I like chess
Rizki Alif,1,2026-01-09 11:00:43,WOILAH KLO NGASIH MUSUH YANG SEIMBANG DONG INI SISTEM MATCHNYA YANG RUSAK ATAU GIMANA
GANZ EXE,1,2026-01-09 10:22:00,"saya tidak tau ada peraturan multiple account dapat di blokir akunnya dan saya sudah mengajukan banding tapi tidak ada yang membalas berhari"" benar"" respon yg lambat"
ami best,5,2026-01-09 09:52:44,suka sekali
Ismail Bengkalis,5,2026-01-09 01:56:52,emng game chess no 1 dunia beda
Afif firdaus,5,2026-01-09 00:47:11,"pernah ngalahin bot magnus, asli atau gak nya magnus saya bantai jugaa😎😎"
tino margi,5,2026-01-09 00:46:01,aplikasi yang sangat direkomendasikan bagi pecinta hobi olahraga asah otak salam satu papan guys
Sofian AAA,5,2026-01-08 23:14:00,sejauh ini bagus aj
Hilman Firmansyah,1,2026-01-08 22:01:40,lag n lag
Hijrah,1,2026-01-08 19:30:34,"trash, so many cheater"
Zainal Sun,1,2026-01-08 19:22:30,akun sering tiba-tiba keluar sendiri
Ibnu Fajar,5,2026-01-08 17:02:39,please always stress if meets a cheater .. meskin point ga berpengaruh tapi mental bermain jdi ngaruh huhu
rusfandi umar,3,2026-01-08 15:31:56,Ini gimana ya saya ngecrash terus padahal wi fi saya bagus
ABI DHARMA,5,2026-01-08 11:19:08,game 👍
Aqeel Aufa,5,2026-01-08 09:11:02,bagus aplikasinya
Javas Nararya,5,2026-01-08 08:19:09,"The game is good, varied, sharpens the brain thank you for creating this"
Dika E,5,2026-01-08 07:08:17,Game Yang Menarik
Randi,5,2026-01-07 22:52:52,"geme yang sangat bagus,dari geme ini kita belajar ""berfikir dulu sebelum bertindak"""
ardan abdika,5,2026-01-07 21:35:17,"saya suka game/aplikasi ini, menurut saya ini sudah lengkap dan bagus banget bagi pemain pemula yang gak paham apapun tentang catur dan pemain sepuh. Tapi saya berharap kalian menambahkan bahasa (tidak mengandalkan bahasa perangkat utama), kalian bisa menambahkan banyak bahasa walaupun sudah ada bahasa internasional."
Syamsul Bahri zai,5,2026-01-07 20:59:22,"bagus,"
Indahfitriyani Yani,5,2026-01-07 20:53:30,gamenya sngt seru
M ikhwan Ikhwan,1,2026-01-07 18:55:45,apk geter² gak jelas pas skak mat
hamzahjr 1111,4,2026-01-07 15:13:10,"Semuanya udh bagus, tapi saya sarankan untuk panduan atau coach nya memakai bahasa yg telah dipilih secara full, bukan hanya bagian utama doang yg berbahasa khususnya Indonesia."
Fahri Dzahari,5,2026-01-07 12:44:30,game nya keren cuyy
abu musa,5,2026-01-07 10:41:42,menarik bisa barmain dg seluruh dunia
Daniel Wijaya,5,2026-01-07 06:59:41,tambahkan pencarian teman pakai id
ARSYAD SUHAYLI,5,2026-01-07 06:50:21,Game aneh di catur peluru sangat tidak adil masa waktu musuh lebih lama jalan sedangkan aku lebih cepat habis waktunya.masa baru jalan 1 detik jalan 2 detik habis sedangkan musuh 1 detik habis waktu cuma 1 detik anehnya lagi musuhnya setiap jalan ada regen waktu (tambahan waktu).waktu yng dia punya 56 detik tapi pas jalanin langkah waktunya jadi 57 detik gak adil bro waktu aku pun gak ada regen nya
Jonathan sha1610,1,2026-01-06 19:43:52,meresahkan INTERNET MATI IKLAN YANG MENGGANGU
Oke Oke,5,2026-01-06 19:12:05,ini bagus
Adwa,1,2026-01-06 19:01:24,"mohon di perbaiki bug jaringannya, wifi saya sangat lancar tapi kalau saya main catur di aplikasi ini ngeleg minta ampun bahkan kalau mau liat analisis game saya tidak bisa , sangking ngeleg nya"
Elvis Pussung,5,2026-01-06 15:22:51,Sangat complete untuk para hobi catur
kusan kuyang,4,2026-01-06 08:44:14,"ada pemain posisi kalah, tetapi seperti ada unsur kesengajaan berlama lama bermain"
Saoloan Naiborhu,5,2026-01-06 06:11:56,Permainan Catur ini bagus tampilannya dan enak dimainkan.
sugondo prayitno,5,2026-01-05 20:10:22,mantap bisa mengasah otak
Rojab Rojab,5,2026-01-05 18:55:40,"Sangat Ramah Mengajari Catur, Dan Sistem Keamanan Untuk Melaporkan Pemain Bermain Curang Sangat Efektif!!"
Pigo Go,1,2026-01-05 17:30:15,"akun saya dinonaktifkan semua padahal saya sudah susah""naikin level saya"
Anti Bokeper,1,2026-01-05 15:03:26,lawan kebanyakan menang waktu 1 detik di ajak tanding lagi kabur ???
Nadia Effnes,5,2026-01-05 14:54:34,This game is very fun especially when I love chess and there's Magnus there W game
Rizky Revenge,1,2026-01-05 14:07:07,My connection was lost. But why was I considered to be ignoring after reconnecting? WEIRD!!
KHALI M,1,2026-01-05 08:14:45,"""Sangat kecewa. Lagi posisi menang tapi tiba-tiba disconnecting. Pas sinyal baik, waktu sudah habis dan dinyatakan kalah. Tolong developer diperhatikan lagi masalah sinkronisasi jaringannya, waktu saya terbuang sia-sia."""
Rafa Djen,5,2026-01-05 04:30:01,matap
Cindy Mariska,5,2026-01-04 22:19:00,i like this game
Septrianus Hura,4,2026-01-04 20:49:04,bagus. tapi tolong diberi izin agar bisa kita merekam layarnya saat bermain
Ahmad ahsana taqwim,5,2026-01-04 18:58:50,"game chess paling bagus, dengan user yang sangat banyak"
Evan,5,2026-01-04 15:08:46,game bagus tapi sayangnya gw skill isue
Melda Roszanty,3,2026-01-04 14:54:07,i love this game is fun!
Fikri Khafidz,5,2026-01-04 14:10:53,catur
Momon Rizal,4,2026-01-04 13:39:50,coba saja
Alvin Turyansyah,2,2026-01-04 02:24:43,"semuanya oke, kecuali bahasa pelatih aja, kalau bisa tambahkan bahasa indonesia"
Ridho Prabowo,5,2026-01-04 02:19:46,aplikasi nya mantap..
Cayden Zhuo,5,2026-01-03 22:55:28,"lumayan bagus , bisa ganti buah catur , papan catur , sama suara buah catur nya. terus bisa bermain sama teman"
Muhammad Alvi Nur Nazwan,5,2026-01-03 19:46:13,catur mengubah pola berfikir yang lebih kritis
Akang Tubagus,5,2026-01-03 19:16:59,seperti biasa sangat bagus karena ada cara belajarnya main catur dengan benar agar tidak ceroboh
Anak Muda,5,2026-01-03 19:05:19,aplikasi nya bagus layak di download
Jajang Iskandar,5,2026-01-03 18:42:35,pertahan kan ke profesionalan
Tribuana Andre,5,2026-01-03 17:39:15,Sangat menghibur dan melatih otak dalam mengatur strategi Serangan...
oke chanel,1,2026-01-03 15:21:18,Bermain turnamen online tapi lawannya robot semua ternyata menipu
Rafa ajah,4,2026-01-03 14:59:26,game nya sangat bagus dan sangat menyenangkan
